"typ";"quelle_url";"linktext";"ziel";"art"
"termine";"https://www.deinbier-allgaeu.de/terminkalender/oeffentliches-brauseminar-6/";"Outlook Live";"https://outlook.live.com/calendar/0/deeplink/compose?allday=false&#038;body=Werdet+selbst+zum+Brauer%21Erfahrt+alles+%C3%BCber+das+Geheimnis+der+Braukunst+und+braut+Euer+eigenes+Bier.+DEIN+BIER+ist+ein+echtes+Erlebnis+f%C3%BCr+alle.Spa%C3%9F%2C+Spannung+und+gute+Laune+sind+garantiertNach+5-6+Woche+k%C3%B6nnt+Ihr+dann+auch+Euer+selbst+gebrautes+Bier+erwerben.Wir+freuen+uns+auf+EuchEuer+DEIN+BIER+Team&#038;location=Hausen+3%2C+Mauerstetten%2C+Deutschland%2C+87665%2C+Bayern%2C+Deutschland&#038;path=/calendar/action/compose&#038;rru=addevent&#038;startdt=2023-07-29T11%3A00%3A00%2B02%3A00&#038;enddt=2023-07-29T11%3A00%3A00%2B02%3A00&#038;subject=%C3%96ffentliches+Brauseminar";"extern"
"termine";"https://www.deinbier-allgaeu.de/terminkalender/oeffentliches-brauseminar-7/";"Brauseminar";"https://www.deinbier-allgaeu.de/events/categories/brauseminar/";"intern"
"termine";"https://www.deinbier-allgaeu.de/terminkalender/oeffentliches-brauseminar-7/";"DEIN BIER";"https://www.deinbier-allgaeu.de/locations/dein-bier/";"intern"
"termine";"https://www.deinbier-allgaeu.de/terminkalender/oeffentliches-brauseminar-7/";"Google Kalender";"https://www.google.com/calendar/event?action=TEMPLATE&#038;text=%C3%96ffentliches+Brauseminar&#038;dates=20230819T110000/20230819T110000&#038;details=Wer+immer+schon+mal+wissen+wollte%2C+wie+Bier+gebraut+wird%2C+ist+hier+genau+richtig.Mit+Spa%C3%9F+und+Freude+%28Freunden%29+erfahrt+Ihr+hier+alles+%C3%BCbers+Bierbrauen.+Gute+Gespr%C3%A4che+und+gut+Laune+garantiert.G%C3%B6nnt+Euch+ein+paar+sch%C3%B6ne+Stunden+und+werdet+selbst+zum+Brauer.Euer+selbst+gebrautes+Bier+gibt+es+dann+auch+nach+ca.+5-6+Wochen+zum+erwerben.Wir+freuen+uns+auf+EuchEuer+DEIN+BIER+Team&#038;location=Hausen+3%2C+Mauerstetten%2C+Deutschland%2C+87665%2C+Bayern%2C+Deutschland&#038;trp=false&#038;sprop=https%3A%2F%2Fwww.deinbier-allgaeu.de%2Fterminkalender%2Foeffentliches-brauseminar-7%2F&#038;sprop=name:Dein+Bier&#038;ctz=Europe%2FBerlin";"intern"
"termine";"https://www.deinbier-allgaeu.de/terminkalender/oeffentliches-brauseminar-7/";"iCalendar";"webcal://www.deinbier-allgaeu.de/terminkalender/oeffentliches-brauseminar-7/ical/";"intern"
"termine";"https://www.deinbier-allgaeu.de/terminkalender/oeffentliches-brauseminar-7/";"ICS herunterladen";"https://www.deinbier-allgaeu.de/terminkalender/oeffentliches-brauseminar-7/ical/";"intern"
"termine";"https://www.deinbier-allgaeu.de/terminkalender/oeffentliches-brauseminar-7/";"Office 365";"https://outlook.office.com/calendar/0/deeplink/compose?allday=false&#038;body=Wer+immer+schon+mal+wissen+wollte%2C+wie+Bier+gebraut+wird%2C+ist+hier+genau+richtig.Mit+Spa%C3%9F+und+Freude+%28Freunden%29+erfahrt+Ihr+hier+alles+%C3%BCbers+Bierbrauen.+Gute+Gespr%C3%A4che+und+gut+Laune+garantiert.G%C3%B6nnt+Euch+ein+paar+sch%C3%B6ne+Stunden+und+werdet+selbst+zum+Brauer.Euer+selbst+gebrautes+Bier+gibt+es+dann+auch+nach+ca.+5-6+Wochen+zum+erwerben.Wir+freuen+uns+auf+EuchEuer+DEIN+BIER+Team&#038;location=Hausen+3%2C+Mauerstetten%2C+Deutschland%2C+87665%2C+Bayern%2C+Deutschland&#038;path=/calendar/action/compose&#038;rru=addevent&#038;startdt=2023-08-19T11%3A00%3A00%2B02%3A00&#038;enddt=2023-08-19T11%3A00%3A00%2B02%3A00&#038;subject=%C3%96ffentliches+Brauseminar";"extern"
"termine";"https://www.deinbier-allgaeu.de/terminkalender/oeffentliches-brauseminar-7/";"Outlook Live";"https://outlook.live.com/calendar/0/deeplink/compose?allday=false&#038;body=Wer+immer+schon+mal+wissen+wollte%2C+wie+Bier+gebraut+wird%2C+ist+hier+genau+richtig.Mit+Spa%C3%9F+und+Freude+%28Freunden%29+erfahrt+Ihr+hier+alles+%C3%BCbers+Bierbrauen.+Gute+Gespr%C3%A4che+und+gut+Laune+garantiert.G%C3%B6nnt+Euch+ein+paar+sch%C3%B6ne+Stunden+und+werdet+selbst+zum+Brauer.Euer+selbst+gebrautes+Bier+gibt+es+dann+auch+nach+ca.+5-6+Wochen+zum+erwerben.Wir+freuen+uns+auf+EuchEuer+DEIN+BIER+Team&#038;location=Hausen+3%2C+Mauerstetten%2C+Deutschland%2C+87665%2C+Bayern%2C+Deutschland&#038;path=/calendar/action/compose&#038;rru=addevent&#038;startdt=2023-08-19T11%3A00%3A00%2B02%3A00&#038;enddt=2023-08-19T11%3A00%3A00%2B02%3A00&#038;subject=%C3%96ffentliches+Brauseminar";"extern"
"termine";"https://www.deinbier-allgaeu.de/terminkalender/oeffentliches-brauseminar-9/";"Brauseminar";"https://www.deinbier-allgaeu.de/events/categories/brauseminar/";"intern"
"termine";"https://www.deinbier-allgaeu.de/terminkalender/oeffentliches-brauseminar-9/";"DEIN BIER";"https://www.deinbier-allgaeu.de/locations/dein-bier/";"intern"
"termine";"https://www.deinbier-allgaeu.de/terminkalender/oeffentliches-brauseminar-9/";"Google Kalender";"https://www.google.com/calendar/event?action=TEMPLATE&#038;text=%C3%96ffentliches+Brauseminar&#038;dates=20240316T110000/20240316T170000&#038;details=Ein+Tag+mit+Spa%C3%9F%2C+Spannung%2C+guter+Laune+wartet+auf+Sie.Erfahrt+alles+was+Ihr+schon+immer+%C3%BCber+das+Bierbrauen+wissen+wolltet+und+la%C3%9Ft+es+Euch+bei+Getr%C3%A4nken+und+einer+z%C3%BCnftigen+Brotzeit+gut+gehen.Wir+freuen+uns+auf+Euch+Euer+DEIN+BIER+Team&#038;location=Hausen+3%2C+Mauerstetten%2C+Deutschland%2C+87665%2C+Bayern%2C+Deutschland&#038;trp=false&#038;sprop=https%3A%2F%2Fwww.deinbier-allgaeu.de%2Fterminkalender%2Foeffentliches-brauseminar-9%2F&#038;sprop=name:Dein+Bier&#038;ctz=Europe%2FBerlin";"intern"
"termine";"https://www.deinbier-allgaeu.de/terminkalender/oeffentliches-brauseminar-9/";"iCalendar";"webcal://www.deinbier-allgaeu.de/terminkalender/oeffentliches-brauseminar-9/ical/";"intern"
"termine";"https://www.deinbier-allgaeu.de/terminkalender/oeffentliches-brauseminar-9/";"ICS herunterladen";"https://www.deinbier-allgaeu.de/terminkalender/oeffentliches-brauseminar-9/ical/";"intern"
"termine";"https://www.deinbier-allgaeu.de/terminkalender/oeffentliches-brauseminar-9/";"Office 365";"https://outlook.office.com/calendar/0/deeplink/compose?allday=false&#038;body=Ein+Tag+mit+Spa%C3%9F%2C+Spannung%2C+guter+Laune+wartet+auf+Sie.Erfahrt+alles+was+Ihr+schon+immer+%C3%BCber+das+Bierbrauen+wissen+wolltet+und+la%C3%9Ft+es+Euch+bei+Getr%C3%A4nken+und+einer+z%C3%BCnftigen+Brotzeit+gut+gehen.Wir+freuen+uns+auf+Euch+Euer+DEIN+BIER+Team&#038;location=Hausen+3%2C+Mauerstetten%2C+Deutschland%2C+87665%2C+Bayern%2C+Deutschland&#038;path=/calendar/action/compose&#038;rru=addevent&#038;startdt=2024-03-16T11%3A00%3A00%2B01%3A00&#038;enddt=2024-03-16T17%3A00%3A00%2B01%3A00&#038;subject=%C3%96ffentliches+Brauseminar";"extern"
"termine";"https://www.deinbier-allgaeu.de/terminkalender/oeffentliches-brauseminar-9/";"Outlook Live";"https://outlook.live.com/calendar/0/deeplink/compose?allday=false&#038;body=Ein+Tag+mit+Spa%C3%9F%2C+Spannung%2C+guter+Laune+wartet+auf+Sie.Erfahrt+alles+was+Ihr+schon+immer+%C3%BCber+das+Bierbrauen+wissen+wolltet+und+la%C3%9Ft+es+Euch+bei+Getr%C3%A4nken+und+einer+z%C3%BCnftigen+Brotzeit+gut+gehen.Wir+freuen+uns+auf+Euch+Euer+DEIN+BIER+Team&#038;location=Hausen+3%2C+Mauerstetten%2C+Deutschland%2C+87665%2C+Bayern%2C+Deutschland&#038;path=/calendar/action/compose&#038;rru=addevent&#038;startdt=2024-03-16T11%3A00%3A00%2B01%3A00&#038;enddt=2024-03-16T17%3A00%3A00%2B01%3A00&#038;subject=%C3%96ffentliches+Brauseminar";"extern"
"termine";"https://www.deinbier-allgaeu.de/terminkalender/oeffentliches-brauseminar/";"Brauseminar";"https://www.deinbier-allgaeu.de/events/categories/brauseminar/";"intern"
"termine";"https://www.deinbier-allgaeu.de/terminkalender/oeffentliches-brauseminar/";"Brauseminar";"https://www.deinbier-allgaeu.de/events/tags/brauseminar/";"intern"
"termine";"https://www.deinbier-allgaeu.de/terminkalender/oeffentliches-brauseminar/";"DEIN BIER";"https://www.deinbier-allgaeu.de/locations/dein-bier/";"intern"
"termine";"https://www.deinbier-allgaeu.de/terminkalender/oeffentliches-brauseminar/";"Google Kalender";"https://www.google.com/calendar/event?action=TEMPLATE&#038;text=%C3%96ffentliches+Brauseminar&#038;dates=20220723T110000/20220723T180000&#038;details=am+23.07.2022+um+11%3A00+Uhr&#038;location=Hausen+3%2C+Mauerstetten%2C+Deutschland%2C+87665%2C+Bayern%2C+Deutschland&#038;trp=false&#038;sprop=https%3A%2F%2Fwww.deinbier-allgaeu.de%2Fterminkalender%2Foeffentliches-brauseminar%2F&#038;sprop=name:Dein+Bier&#038;ctz=Europe%2FBerlin";"intern"
"termine";"https://www.deinbier-allgaeu.de/terminkalender/oeffentliches-brauseminar/";"iCalendar";"webcal://www.deinbier-allgaeu.de/terminkalender/oeffentliches-brauseminar/ical/";"intern"
"termine";"https://www.deinbier-allgaeu.de/terminkalender/oeffentliches-brauseminar/";"ICS herunterladen";"https://www.deinbier-allgaeu.de/terminkalender/oeffentliches-brauseminar/ical/";"intern"
"termine";"https://www.deinbier-allgaeu.de/terminkalender/oeffentliches-brauseminar/";"Office 365";"https://outlook.office.com/calendar/0/deeplink/compose?allday=false&#038;body=am+23.07.2022+um+11%3A00+Uhr&#038;location=Hausen+3%2C+Mauerstetten%2C+Deutschland%2C+87665%2C+Bayern%2C+Deutschland&#038;path=/calendar/action/compose&#038;rru=addevent&#038;startdt=2022-07-23T11%3A00%3A00%2B02%3A00&#038;enddt=2022-07-23T18%3A00%3A00%2B02%3A00&#038;subject=%C3%96ffentliches+Brauseminar";"extern"
"termine";"https://www.deinbier-allgaeu.de/terminkalender/oeffentliches-brauseminar/";"Outlook Live";"https://outlook.live.com/calendar/0/deeplink/compose?allday=false&#038;body=am+23.07.2022+um+11%3A00+Uhr&#038;location=Hausen+3%2C+Mauerstetten%2C+Deutschland%2C+87665%2C+Bayern%2C+Deutschland&#038;path=/calendar/action/compose&#038;rru=addevent&#038;startdt=2022-07-23T11%3A00%3A00%2B02%3A00&#038;enddt=2022-07-23T18%3A00%3A00%2B02%3A00&#038;subject=%C3%96ffentliches+Brauseminar";"extern"
"termine";"https://www.deinbier-allgaeu.de/terminkalender/winterzauber-in-den-rauhnaechten/";"Biergarten";"https://www.deinbier-allgaeu.de/events/categories/biergarten/";"intern"
"termine";"https://www.deinbier-allgaeu.de/terminkalender/winterzauber-in-den-rauhnaechten/";"DEIN BIER";"https://www.deinbier-allgaeu.de/locations/dein-bier/";"intern"
"termine";"https://www.deinbier-allgaeu.de/terminkalender/winterzauber-in-den-rauhnaechten/";"Google Kalender";"https://www.google.com/calendar/event?action=TEMPLATE&#038;text=Winterzauber+in+den+Rauhn%C3%A4chten&#038;dates=20250103T150000/20250103T210000&#038;details=Kommt+vorbei+zu+unserem+Winterzauber%2Cein+gute+Zeitpunkt+sich+und+anderen+ein+gutes+neues+Jahr+zu+w%C3%BCnschen.+In+gem%C3%BCtlicher+Atmosph%C3%A4re+am+Lagerfeuer+und+mir+Kerzenschein.F%C3%BCrs+leibliche+Wohl+wird+gesorgt.+Warme+Getr%C3%A4nke+wie+Gl%C3%BChbi+und+Punsch%2C+Bierstacheln+und+warmer+Bierlik%C3%B6r+mit+Sahne.+Da+Hopfenkaltschale+darf+nat%C3%BCrlich+auch+nicht+fehlen.Wir+stellen+auch+wieder+unseren+Grill+auf%2C+dort+d%C3%BCrft+Ihr+auch+Eure+eigenen+Sachen+grillen.Wir+freuen+uns+auf+Euch&#038;location=Hausen+3%2C+Mauerstetten%2C+Deutschland%2C+87665%2C+Bayern%2C+Deutschland&#038;trp=false&#038;sprop=https%3A%2F%2Fwww.deinbier-allgaeu.de%2Fterminkalender%2Fwinterzauber-in-den-rauhnaechten%2F&#038;sprop=name:Dein+Bier&#038;ctz=Europe%2FBerlin";"intern"
"termine";"https://www.deinbier-allgaeu.de/terminkalender/winterzauber-in-den-rauhnaechten/";"iCalendar";"webcal://www.deinbier-allgaeu.de/terminkalender/winterzauber-in-den-rauhnaechten/ical/";"intern"
"termine";"https://www.deinbier-allgaeu.de/terminkalender/winterzauber-in-den-rauhnaechten/";"ICS herunterladen";"https://www.deinbier-allgaeu.de/terminkalender/winterzauber-in-den-rauhnaechten/ical/";"intern"
"termine";"https://www.deinbier-allgaeu.de/terminkalender/winterzauber-in-den-rauhnaechten/";"Office 365";"https://outlook.office.com/calendar/0/deeplink/compose?allday=false&#038;body=Kommt+vorbei+zu+unserem+Winterzauber%2Cein+gute+Zeitpunkt+sich+und+anderen+ein+gutes+neues+Jahr+zu+w%C3%BCnschen.+In+gem%C3%BCtlicher+Atmosph%C3%A4re+am+Lagerfeuer+und+mir+Kerzenschein.F%C3%BCrs+leibliche+Wohl+wird+gesorgt.+Warme+Getr%C3%A4nke+wie+Gl%C3%BChbi+und+Punsch%2C+Bierstacheln+und+warmer+Bierlik%C3%B6r+mit+Sahne.+Da+Hopfenkaltschale+darf+nat%C3%BCrlich+auch+nicht+fehlen.Wir+stellen+auch+wieder+unseren+Grill+auf%2C+dort+d%C3%BCrft+Ihr+auch+Eure+eigenen+Sachen+grillen.Wir+freuen+uns+auf+Euch&#038;location=Hausen+3%2C+Mauerstetten%2C+Deutschland%2C+87665%2C+Bayern%2C+Deutschland&#038;path=/calendar/action/compose&#038;rru=addevent&#038;startdt=2025-01-03T15%3A00%3A00%2B01%3A00&#038;enddt=2025-01-03T21%3A00%3A00%2B01%3A00&#038;subject=Winterzauber+in+den+Rauhn%C3%A4chten";"extern"
"termine";"https://www.deinbier-allgaeu.de/terminkalender/winterzauber-in-den-rauhnaechten/";"Outlook Live";"https://outlook.live.com/calendar/0/deeplink/compose?allday=false&#038;body=Kommt+vorbei+zu+unserem+Winterzauber%2Cein+gute+Zeitpunkt+sich+und+anderen+ein+gutes+neues+Jahr+zu+w%C3%BCnschen.+In+gem%C3%BCtlicher+Atmosph%C3%A4re+am+Lagerfeuer+und+mir+Kerzenschein.F%C3%BCrs+leibliche+Wohl+wird+gesorgt.+Warme+Getr%C3%A4nke+wie+Gl%C3%BChbi+und+Punsch%2C+Bierstacheln+und+warmer+Bierlik%C3%B6r+mit+Sahne.+Da+Hopfenkaltschale+darf+nat%C3%BCrlich+auch+nicht+fehlen.Wir+stellen+auch+wieder+unseren+Grill+auf%2C+dort+d%C3%BCrft+Ihr+auch+Eure+eigenen+Sachen+grillen.Wir+freuen+uns+auf+Euch&#038;location=Hausen+3%2C+Mauerstetten%2C+Deutschland%2C+87665%2C+Bayern%2C+Deutschland&#038;path=/calendar/action/compose&#038;rru=addevent&#038;startdt=2025-01-03T15%3A00%3A00%2B01%3A00&#038;enddt=2025-01-03T21%3A00%3A00%2B01%3A00&#038;subject=Winterzauber+in+den+Rauhn%C3%A4chten";"extern"
